Query,Expected,Groq Expected,Groq Reason,Predicted,Predicted_Qwen
"What is the ""Consular Mobile Outreach"" schedule for Yuen Long?",General-LLM,General-LLM,"It pertains to a foreign consulate's public outreach program, which is unrelated to labor or overseas Filipino worker law.",,General-LLM
"My boss says I can't talk to my family on Sundays. Is this ""Illegal Restraint""?",Reasoning-LLM,General-LLM,"The query asks a simple question about a legal term, seeking clarification on labor law, without providing a personal situation.",,Reasoning-LLM
"Is it true that ""Mental Health Insurance"" is now mandatory for employers?",General-LLM,General-LLM,The query asks for a general information about a legal requirement.,,General-LLM
"How do I check if my ""Contract is Verified"" online?",General-LLM,General-LLM,"The query asks for general legal information about contract verification, without involving a specific personal situation.",,General-LLM
"Can I be ""deported"" for having a debt with a bank?",Reasoning-LLM,General-LLM,"The query is classified as General-LLM because it is seeking a general explanation or overview of a legal concept related to labor law, specifically deportation for a bank debt.",,Reasoning-LLM
"What is the ""Minimum Household Income"" to hire two helpers in 2026?",General-LLM,General-LLM,The query seeks a general legal information on a specific requirement to hire two helpers.,,General-LLM
"My agency is ""blacklisting"" me from other jobs. Is this legal?",Reasoning-LLM,General-LLM,The query is asking for a general legal understanding and seeks an explanation or definition of a term without referencing a personal situation.,,Reasoning-LLM
"What is the ""24-hour Hotline"" for the Hong Kong Labour Department?",General-LLM,General-LLM,"The question provides general information regarding the Hong Kong Labour Department, which is relevant to OFWs.",,General-LLM
"Can I get a ""Refund"" for my OEC if my flight was cancelled?",Reasoning-LLM,General-LLM,"The query asks for general information about a scenario involving labor law (OEC), without mentioning any specific situation or asking for advice on what to do in that situation.",,General-LLM
"What is the ""DMW"" address in the Philippines for complaints?",General-LLM,General-LLM,"The query is seeking general legal information, specifically the address for complaints in the Philippines within the scope of labor law.",,General-LLM
"Can I get ""Sick Pay"" if I have a medical certificate from a private clinic?",General-LLM,General-LLM,This query involves a simple Q&A about rights and entitlements under labor law.,,General-LLM
"My boss is forcing me to ""work in their restaurant"" for the weekend.",Reasoning-LLM,Reasoning-LLM,This query involves a specific situation and asks for possible actions to take regarding a potential legal risk related to labor law and OFW regulations.,,General-LLM
"What is the ""One-Month Notice"" pay calculation?",General-LLM,General-LLM,"This is a simple Q&A about a general legal concept related to OFW labor law, and does not involve personal situations or scenarios.",,General-LLM
"Can I be jailed for ""overstaying"" for just 1 day?",Reasoning-LLM,Reasoning-LLM,"The query involves a situation (overstaying) that potentially has legal implications, requiring analysis and potential actions to be taken.",,Reasoning-LLM
"What is the ""Re-entry Permit"" for Chinese nationals working in HK?",General-LLM,General-LLM,"The query asks for general legal information on a specific topic related to labor rights, without involving a personal situation or asking for advice on how to handle a legal risk.",,General-LLM
"How do I file a ""Claim for Wages"" after I already left HK?",Reasoning-LLM,General-LLM,The query is classified as General-LLM because the user is asking for general legal information regarding a labor law process after leaving Hong Kong.,,General-LLM
"Can my employer ""delete"" my photos on my personal phone?",Reasoning-LLM,General-LLM,The query falls under this label because it is a question about a general legal concept (employee rights and employer actions) without referencing a specific scenario or situation.,,Reasoning-LLM
"What is the ""Apostille"" fee at the High Court in 2026?",General-LLM,General-LLM,The query asks for general legal information and is looking for a definition/explanation without involving personal or specific situations.,,General-LLM
"How do I join the ""SSS Flexi-fund"" for OFWs?",General-LLM,General-LLM,The query requests general information about an SSS program for OFWs.,,General-LLM
"My employer says I have to ""work during Typhoon Signal 8.""",Reasoning-LLM,General-LLM,"The query presents a scenario about an employer's demand, which requires analyzing the situation and considering possible legal actions.",,General-LLM
"What is the ""Minimum Food Allowance"" for 2026?",General-LLM,General-LLM,"The query is asking for general legal information about the minimum food allowance, which is a straightforward and definition-based question without involving a personal situation.",,General-LLM
"Can I get a ""Termination Letter"" if I am the one resigning?",Reasoning-LLM,General-LLM,"The query is classified as General-LLM because it is asking for general legal information about a ""Termination Letter"" in the context of resignation.",,Reasoning-LLM
Magkano lang ba ang puwedeng singil ng agency sa akin dito sa Hong Kong?,General-LLM,General-LLM,The query asks for general legal information about the amount that can be charged by an agency in Hong Kong.,,General-LLM
"Malaki ang singil ng agency sa akin, tapos napilitan pa akong umutang para mabayaran sila. Pwede ba sila i-report sa HongKong at sa Pilipinas?",Reasoning-LLM,Reasoning-LLM,"The query involves a situation where the individual was coerced into borrowing money to pay an agency, indicating potential disputes and legal risks.",,Reasoning-LLM
Na-redundant daw ako after 2 years at hindi na i-renew ang contract. May severance pay ba ako?,General-LLM,General-LLM,The query is classified as General-LLM because it inquires about a specific legal right or benefit (severance pay) without referencing a particular situation or scenario.,,Reasoning-LLM
"May medical certificate ako at naka-paid sick leave, pero bigla akong sinibak. Pwede ba iyon?",Reasoning-LLM,Reasoning-LLM,The query involves a scenario where the user is asking about a potential labor law issue after being terminated while on paid sick leave and having a medical certificate.,,Reasoning-LLM
"Lesbian ako, pinagbubully ng ibang Pinay helper sa Sunday gathering. Pwede ba i-report sa MWO?",Reasoning-LLM,Reasoning-LLM,"This query has a scenario or situation and involves personal safety within a workplace setting, indicating legal risk.",,Reasoning-LLM
Nahuli ako sa beauty service side gig. Ano exact penalty under new 2026 raids?,Reasoning-LLM,General-LLM,"The query asks for general legal information regarding an exact penalty, without any details about a personal situation.",,Reasoning-LLM
"I am planning to renew my Contract, How do I do that?",Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
I sent a remittance through a banking app and it's been 3 days but my family hasn't received it. Are there laws that could give me refund? preferrably directly sent to my family?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
Do I use my HKID or my OWWA OFW ID to open a bank account in BOC (Bank of China) or HSBC? ,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My agency charged me excessive placement fees. Can I report this and how?,Reasoning-LLM,Reasoning-LLM,,,General-LLM
My employer verbally abuses me and threatens termination if I complain. What actions can I take?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
I signed a contract but my employer changed the salary after I arrived. What can I do?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My employer is forcing me to work in another house that is not in my contract. Is this legal and what should I do?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
I was terminated without notice and not paid my salary. What are my options?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My employer has not given me a rest day for 3 weeks. What should I do,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My employer has not paid my salary for two months and keeps delaying. What should I do?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
I was terminated immediately without notice after asking for a rest day. Is this legal and what are my options?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
"My employer is asking me to work in their relative?? house, which is not in my contract. What action can I take?",Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
I want to break my contract early because of poor treatment. What are the consequences and what should I do?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My employer confiscated my passport and refuses to return it. What should I do?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
I am being verbally abused daily by my employer. Should I report this and where?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My agency charged me more than the legal placement fee. Can I recover the money and how?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
"I was promised a certain salary, but on my paycheck, my employer paid less. What steps can I take?",Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My employer does not allow me to leave the house even on my rest day. Is this legal and what should I do?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
"I got injured while working, but my employer refuses to pay for medical treatment. What are my rights?",Reasoning-LLM,Reasoning-LLM,,,General-LLM
"My employer is forcing me to sleep in unsafe conditions (e.g., kitchen floor). What can I do about this?",Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
"I resigned properly, but my employer refuses to give my final pay. What actions can I take?",Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
My employer accused me of theft without evidence and threatened to report me. What should I do?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
I am being asked to work excessive hours with no rest. How can I address this situation legally?,Reasoning-LLM,Reasoning-LLM,,,Reasoning-LLM
